Longitude,Latitude,Co2,Radiation,Precipitation,Temperature,bdod,cec,cfvo,clay,nitrogen,phh2o,sand,silt,soc,Yield
-79.25,41.25,402.9797291,142.969697,1226.754517,9.52878796,14.22055235,19.16203034,8.527039266,21.70852551,41.17925618,4.529606617,32.52089464,45.68961619,72.02090783,4.289235982
-79.25,41.75,402.9797291,138.780303,1205.327293,8.923485033,14.40336688,21.09127241,15.21841104,20.66464709,45.50507984,4.570091433,35.56996155,43.73258571,96.88609665,4.544234891
-79.25,44.25,395.2071745,123.6515152,900.4091131,7.197727435,14.90487242,15.24237224,1.99758433,23.00415017,39.97131635,6.18200878,43.84600987,33.13958482,39.07666169,3.318276073
-79.25,44.75,395.2071745,119.7348485,1072.527283,6.600757512,14.14449897,15.90082295,6.531069653,18.82881957,36.76817326,5.673834677,48.94573838,32.20694384,60.21582682,3.101570491
-79.25,45.25,395.2071745,119.7348485,1079.145447,5.830303048,13.93464618,14.72059978,11.47539218,21.64742111,41.54192032,5.648588657,41.26478917,37.12088978,52.14164853,4.483014014
-79.25,46.25,393.58375,121.2121212,984.272755,5.118939342,14.06206381,17.76745227,5.448407173,24.02142627,38.37293181,5.643157781,41.8294276,34.11521013,42.16698609,4.091890764
-79.25,47.25,393.58375,123.5984848,893.0636486,3.888636358,13.2923548,16.52406414,13.24758641,22.53736712,34.06411128,5.372915373,40.02436196,37.38616635,58.53669534,3.434357382
-79.25,47.75,393.58375,122.4242424,897.2363559,3.371212237,13.19686096,18.7318615,13.21538756,21.65227316,23.4809737,5.50347368,40.67289431,37.55488768,39.05139969,3.418764829
-78.75,34.25,399.8662,180.1212121,1255.600037,17.72500032,15.73618958,13.87315819,0.2,15.92848481,34.22295594,4.93506988,62.87837288,21.12559794,43.26623567,3.447143345
-78.75,34.75,399.8662,173.8863636,1222.972728,17.23333382,15.90600587,12.63419307,0.624641987,20.72795882,19.36972902,5.125213633,47.68408379,31.44505492,19.99518383,3.236570173
-78.75,35.25,399.8662,173.8863636,1207.590926,16.58863669,15.78051898,13.81929229,0.424641987,19.12293625,19.30902424,5.13873241,45.09974435,35.64294821,29.34012715,2.944938436
-78.75,35.75,399.8662,164.4090909,1140.336398,16.03106077,14.97063975,11.19863453,1.377947571,24.07973953,19.3846398,5.149507961,48.56459889,27.05242087,28.19922538,3.0843103
-78.75,36.25,400.5622918,164.4090909,1138.909085,15.1909093,15.39412243,10.92607063,2.147029493,30.2410806,15.04066067,5.125095044,31.37326522,38.07529734,21.22688121,3.904762973
-78.75,36.75,400.5622918,163.6060606,1130.127314,15.09545471,14.94050348,11.65407211,8.321800196,31.53382324,17.91619456,5.105312288,31.82291671,36.35372087,25.9682571,3.993092609
-78.75,37.25,400.5622918,163.6060606,1141.409091,14.83181844,14.51927587,12.15159848,6.575571905,36.98188896,16.87126318,5.205312288,27.81347596,34.92000045,28.36958299,4.120989373
-78.75,37.75,400.5622918,156.75,1125.300043,14.48409121,13.79987126,12.18075688,17.3591939,29.06896542,17.73459907,4.894536737,31.08574247,39.68599922,28.20028393,4.746453591
-78.75,38.25,401.9278764,156.75,1074.91818,13.23484872,13.5696156,17.93925049,19.52585512,35.09799567,36.63672434,4.913518778,29.84610362,34.86761951,69.84932694,3.679750509
-78.75,38.75,401.9278764,153.6818182,1011.045466,12.36818221,14.42455178,20.49536532,11.89154669,26.94612,32.17490437,5.244077085,23.40805892,49.66363218,61.52057067,3.966614464
-78.75,39.75,401.9278764,148.9621212,1075.927285,11.32727305,14.86426129,20.41477157,17.91778342,28.24823832,37.23734281,5.669441693,28.09233167,43.51160099,54.76841416,4.383666818
-78.75,40.25,402.9797291,148.9621212,1243.309071,10.28939432,14.10848019,22.25843966,18.11560154,22.09802843,47.77796624,4.289841802,39.30828544,38.50251131,111.0546074,4.334448036
-78.75,40.75,402.9797291,142.969697,1225.309138,10.03257584,14.23503605,22.80503402,16.44715855,24.81923326,41.41185964,4.850308677,21.61731529,53.4547309,89.57245496,4.346437845
-78.75,41.25,402.9797291,142.969697,1204.800016,9.137121432,14.26654183,22.59811274,14.76784761,20.65552401,36.76087895,4.444845413,35.49277812,43.7829473,89.59679713,4.507190573
-78.75,44.25,395.2071745,123.6515152,917.0272883,6.929545605,14.78947356,20.14667156,3.13995441,20.90128198,39.39640195,6.756795147,50.15353133,29.0089109,36.84354319,3.408729291
-78.75,44.75,395.2071745,119.7348485,1022.845465,6.110606078,14.3025612,15.58430387,5.709907414,20.97343983,40.44532233,5.748588657,39.49952722,39.55788417,61.45018688,3.503118045
-78.75,45.25,395.2071745,119.7348485,1176.418213,5.207575769,13.18748773,18.44443476,7.869322874,19.02354409,52.43936087,5.588272758,45.73263592,35.14632719,67.06763098,4.510312814
-78.25,34.25,399.8662,179.280303,1334.309132,17.87575797,15.05124449,19.66047325,0.71684027,26.24686501,46.77918636,4.924294329,44.85683057,28.80923612,49.06085154,3.847305909
-78.25,34.75,399.8662,173.780303,1289.672768,17.43333366,15.32085359,17.74661901,0.32473792,28.4206794,40.13805493,4.900768329,35.47732039,36.0398063,48.00294422,3.457533127
-78.25,35.25,399.8662,173.780303,1259.709062,16.90000037,15.72281925,14.3923514,0.755047894,19.47447811,17.867886,4.848739633,44.37624842,35.99236567,22.39281422,2.866225627
-78.25,35.75,399.8662,167.9393939,1224.52731,15.88636398,15.72542112,10.83692689,1.235187057,20.98606965,17.57680422,5.085529532,54.76960603,24.05306136,23.19500693,3.112426691
-78.25,36.25,400.5622918,167.9393939,1164.90913,14.99015149,15.30889779,13.28035875,4.289823896,31.08921136,15.6658074,5.381017959,35.79136097,33.01495721,20.62975819,3.929710164
-78.25,36.75,400.5622918,164.2348485,1162.209095,14.95303056,15.12429674,12.09553164,3.072146271,34.73723026,17.99675877,5.293736022,33.54155766,31.52665115,27.78628452,4.125597527
-78.25,37.25,400.5622918,164.2348485,1155.854559,14.9803031,14.57894278,11.89646388,5.212221691,33.60135264,15.63061671,5.4,28.59830341,37.61481268,25.50739605,4.363784736
-78.25,37.75,400.5622918,158.4772727,1123.763639,14.98560657,15.10514561,12.65795055,7.382996571,32.77641171,18.68525946,5.605312288,33.71353294,33.23323938,25.98456458,4.577580918
-78.25,38.25,401.9278764,158.4772727,1150.963656,14.27727324,15.0788249,14.2883178,8.324143354,32.97812506,21.18081648,5.913486391,26.53527558,40.32982293,34.35389574,4.285247318
-78.25,38.75,401.9278764,153.8787879,1063.763661,13.40681839,14.46528433,14.80707806,13.80534088,23.16972785,26.51788246,5.389192062,30.42733257,46.25133317,56.10027673,4.448471445
-78.25,39.25,401.9278764,153.8787879,1034.92729,12.68257592,14.94887141,18.13637618,9.935984408,33.46144156,25.37045411,5.85577194,18.98062166,47.40989361,40.92228797,3.829791391
-78.25,39.75,401.9278764,149.6515152,1052.245472,11.8477274,14.81056735,16.34260819,15.03539131,24.78403422,28.36858023,5.6,27.78643444,47.35053319,50.06948753,4.160118127
-78.25,40.25,402.9797291,149.6515152,1144.936379,10.41363635,14.8313869,17.84769009,26.42401368,24.67972432,28.47061565,6.2,31.34657495,43.90884385,35.63876758,4.334222682
-78.25,40.75,402.9797291,143.0984848,1127.272761,10.03863658,14.18527707,24.6217305,23.14297431,18.52724662,40.26257454,4.824261942,42.34050355,39.09607964,103.4848263,4.581883582
-78.25,41.25,402.9797291,143.0984848,1098.281833,9.137878938,13.99040559,18.90473645,18.42214318,20.48640134,36.22199299,4.806113003,37.56141043,41.90058045,78.41602739,4.598564891
-78.25,44.25,395.2071745,123.9621212,898.3818026,7.043939475,14.52437698,17.42222251,4.194076411,19.04962277,48.03143248,6.285410943,44.38080516,36.48947372,37.13767513,3.183611836
-78.25,44.75,395.2071745,120.5151515,953.3545643,6.246969946,14.21777881,20.30551399,9.263889693,24.53034814,52.62992565,5.518831066,35.19064063,40.22636134,74.49437065,3.280613643
-78.25,45.25,395.2071745,120.5151515,1008.88183,4.988636537,13.74208784,17.70470746,12.45296545,24.7836294,40.33132863,5.393585046,35.84815407,39.29769147,65.60721484,4.496120143
-77.75,1.25,398.03509,208.9924242,1581.418157,16.40075811,9.704630816,21.2509817,11.03941771,35.71212191,38.97766706,5.242134573,36.43885531,27.81858007,64.04051312,1.485821005
-77.75,1.75,398.03509,212.7348485,3015.563676,23.84848554,10.53145088,13.96357156,9.880112807,30.20488648,27.38629726,4.894536737,42.12625996,27.65689585,99.46286561,1.371609593
-77.75,34.75,393.1386809,173.780303,1357.10002,17.56515179,14.88015799,17.831501,0.4,26.21867261,34.83381245,4.819750369,39.29326923,34.36166281,44.93821235,3.709840591
-77.75,35.25,393.1386809,173.780303,1300.963634,16.76666664,15.30982244,19.86657492,0.1,21.0538548,34.43162378,4.73873241,43.21642814,35.53984819,53.27808028,3.014242709
-77.75,35.75,393.1386809,167.9393939,1230.145486,16.02651538,15.82818568,13.63110276,0.50920895,16.81757622,20.803771,5.010775551,57.50969978,25.51850741,22.4976542,3.103455982
-77.75,36.25,397.6675445,167.9393939,1184.090904,15.43939417,15.87229689,8.870956274,0.600071113,18.74532897,17.04678659,5.224412917,56.15765283,24.83331399,24.93939316,3.415728064
-77.75,36.75,397.6675445,164.2348485,1182.972745,15.20606058,15.18301145,10.64196337,2.096003209,29.14709086,18.98506259,5.005312288,34.54800951,36.06897621,25.72606062,4.261851818
-77.75,37.25,397.6675445,164.2348485,1173.745494,15.04318191,15.19234701,10.68325546,3.907630334,28.70881692,20.06973031,5.088272758,36.09320786,34.88630662,28.4766631,4.495747855
-77.75,37.75,397.6675445,158.4772727,1155.890897,14.79621217,15.28011953,12.23461484,3.793404442,29.35231492,19.98748081,5.249389373,38.4327277,31.8847757,32.57133025,4.257780782
-77.75,38.25,402.1009591,158.4772727,1122.227295,14.39015198,15.19379686,15.1132491,4.367142028,32.60808659,21.46798756,5.509856247,26.67339103,40.4678585,30.52660569,4.274989291
-77.75,38.75,402.1009591,153.8787879,1094.281838,14.5750003,14.35426267,13.935301,18.86994673,25.06315373,27.27988592,4.824294329,28.51424245,46.3853955,57.83570246,4.0796146
-77.75,39.25,402.1009591,153.8787879,1113.472739,13.46969709,14.7212266,15.84309246,14.23982321,25.99316444,25.08609025,5.981017959,27.59393535,46.23899958,36.31673765,3.723302473
-77.75,39.75,402.1009591,149.6515152,1089.418185,12.03636366,14.96410757,16.47978136,11.83498711,33.36338558,23.46570166,6.181017959,19.15161441,47.34185942,33.32572922,3.203901255
-77.75,40.25,401.2427664,149.6515152,1101.627286,10.78939415,14.6923669,16.44688508,19.2835565,27.63166446,34.82390519,5.69179351,28.22177737,43.99234937,50.98948901,3.781932027
-77.75,40.75,401.2427664,143.0984848,1057.181846,10.10757597,15.17762061,17.17038026,8.48319153,33.74480787,28.92815487,5.850459652,15.03336509,51.09483067,34.65551807,4.352388991
-77.75,41.25,401.2427664,143.0984848,1036.545466,9.063636549,14.19264485,18.3485298,18.24871986,18.63592844,35.40700471,4.506113003,39.40379957,41.83596301,78.98908495,4.561587043
-77.75,41.75,401.2427664,137.9166667,1009.018211,7.605303273,13.90647598,24.30706925,24.01124779,17.34332642,35.76567755,4.969290717,45.68288129,37.03117103,95.30728284,4.124313664
-77.75,44.25,396.4330991,123.9621212,931.6818182,7.14621226,14.96044168,20.24387959,6.456915138,20.46784737,46.18358304,6.763059126,46.17353471,33.29554114,33.81846452,3.113451345
-77.75,44.75,396.4330991,120.5151515,920.1454856,6.15530303,13.99910705,20.31995619,7.80158126,25.14397572,46.05308594,5.704392984,34.2965407,40.58131164,71.18004855,4.006184973
-77.75,45.25,396.4330991,120.5151515,881.7454557,5.342424306,13.61587451,18.35994779,12.2131088,25.76058838,54.35889685,5.579146965,31.29132035,42.87610889,59.22240769,4.281822682
-77.75,45.75,396.4330991,123.7727273,852.6818293,5.059090961,14.32448578,15.65371202,11.78936103,23.18604009,40.91507116,5.608055515,35.8463893,40.90854928,49.40571702,4.468425357
-77.75,46.25,393.4486555,123.7727273,926.645469,4.806060704,13.82272722,14.70296741,14.62874977,22.17458809,36.96844823,5.443157781,37.23847186,40.48703881,37.01661058,4.372240014
-77.25,1.25,398.03509,201.4848485,1583.681818,16.49166685,9.963944286,23.05265695,12.50090806,34.49736462,40.42148281,5.518982041,32.98516443,32.37017546,51.51310562,1.033828804
-77.25,1.75,398.03509,209.8712121,1687.200029,20.5863644,10.61787337,27.75157281,9.89499059,35.85206415,29.4489245,5.875554696,34.64493671,29.36894409,51.71453908,1.977186391
-77.25,2.25,394.2483855,209.8712121,2225.263616,19.55303053,8.621788238,29.32164929,12.90941967,26.82873119,49.93996574,5.091674921,42.19849944,30.96558574,83.77797436,1.804846091
-77.25,35.25,393.1386809,174.0757576,1351.418196,16.72575783,15.03467675,19.57288457,0.264089799,26.49768291,30.15030598,4.674753981,35.99323133,37.40065669,49.13392906,3.706798209
-77.25,35.75,393.1386809,169,1251.590926,16.17878793,15.40880737,13.8938896,0.2,17.56871779,29.9701875,4.849507961,52.0589454,30.22979626,44.99960114,3.211022855
-77.25,36.25,397.6675445,169,1234.099964,15.84924293,15.83990481,12.43971581,0.777392458,17.45304424,23.26185212,5.004511573,60.80172409,21.58863832,37.70948872,3.6954411
-77.25,36.75,397.6675445,164.3333333,1210.881814,15.5522728,15.59237446,11.84056688,0.863993866,25.30723008,21.5785908,5.03506988,40.87387399,33.68827449,27.83838182,3.891131309
-77.25,37.25,397.6675445,164.3333333,1186.518183,15.30606091,15.32273791,10.3292107,1.067138537,26.34339649,20.77072454,5.037931695,46.59420511,26.85551622,27.73985707,4.283464173
-77.25,37.75,397.6675445,160.0151515,1181.218195,14.83863692,15.29454933,11.15322206,1.269785958,27.54136947,22.27689856,5.050308677,35.70599815,36.54854182,30.56191816,4.132583555
-77.25,39.25,402.1009591,152.1287879,1142.236361,13.32727305,14.00232881,14.12474769,14.34314377,21.37159601,26.94365519,5.168490002,31.87861954,46.61149301,60.78454867,3.559682336
-77.25,39.75,402.1009591,151.25,1117.909113,12.37500012,14.58344784,17.29433097,11.04566869,23.34271331,35.0090777,5.674753981,29.23227608,47.25031814,41.28639024,3.172897055
-77.25,40.25,401.2427664,151.25,1123.990911,11.27121261,14.76420588,16.02595007,12.689155,24.99497229,32.62463335,6.15577194,28.98621742,45.85864999,30.57944839,3.5243898
-77.25,40.75,401.2427664,143.969697,1107.590915,10.57575792,14.85004019,17.11491573,18.52812991,32.27773486,37.80425328,5.556691244,14.27776178,53.32195491,48.42219983,4.158598382
-77.25,41.25,401.2427664,143.969697,1045.536371,9.377273155,13.98408972,21.07995458,19.54250108,16.86055629,36.17877914,4.574603005,42.55941323,40.52781878,93.37667594,4.683684455
-77.25,41.75,401.2427664,138.469697,924.2636608,7.921969847,13.98032704,21.39268101,22.92903956,28.02663009,36.16349014,5.504392984,17.68610116,54.26100491,74.1909688,4.090274318
-77.25,44.25,396.4330991,124.9166667,941.3545643,7.726515394,14.84440076,21.66321858,4.601763778,34.45642988,37.6821867,6.742357066,28.68178994,36.79548066,27.5355387,2.812391364
-77.25,44.75,396.4330991,122.8106061,928.6091031,6.16742426,14.21824114,20.79812277,9.138056856,27.02136526,46.4389741,5.499849025,30.04746973,42.92560046,45.64926476,3.978678882
-77.25,45.25,396.4330991,122.8106061,898.2454668,5.459091013,13.54883024,17.83565297,12.89635456,33.9757559,66.71785112,5.630407332,28.50293926,37.4390049,55.45732756,4.357499218
-77.25,45.75,396.4330991,124.8712121,863.9818337,5.601515279,14.32133126,14.8318989,9.187221365,25.39909833,38.64519853,5.649389373,28.84557013,45.68832119,33.63921589,3.9209317
-77.25,46.25,393.4486555,124.8712121,937.8181874,5.134090973,13.92786675,14.96620129,13.27374313,22.19107236,46.22088721,5.438613822,36.90405996,40.9006376,56.39469089,4.337051686
-76.75,1.75,398.03509,209.8712121,1569.890947,14.73939445,8.762285634,30.53852989,12.62372588,37.18167903,40.15182908,5.380098655,33.78512564,28.97017734,64.85883856,1.359819643
-76.75,2.25,394.2483855,209.8712121,2154.227317,15.30984844,10.75879615,23.83765243,10.82013987,42.25484003,33.08156089,5.755804326,26.45047194,31.27650197,49.92097187,1.585203455
-76.75,2.75,394.2483855,220.9924242,1976.536399,19.04772741,9.374820119,25.90731395,7.482971355,33.76761236,37.8869644,5.080098655,30.14146583,36.07957613,55.64764079,1.622144164
-76.75,3.25,394.2483855,220.9924242,2006.718195,22.2568179,8.674248902,21.97842125,13.26548022,29.93388409,49.12010189,5.291674921,37.50867173,32.48388952,75.25414269,1.613206909
-76.75,3.75,394.2483855,191.8181818,1852.154574,23.14696965,11.73362575,18.25334312,10.44100691,35.57871508,25.66747172,5.391674921,25.47250361,38.8764771,37.53386777,1.384636345
-76.75,36.75,397.6675445,164.3333333,1245.281855,15.79166667,15.27862518,13.51947393,0.364089799,23.27798497,26.40663773,4.724294329,43.40050055,33.18880604,39.60858712,3.781836091
-76.75,38.75,402.1009591,152.1287879,1198.609103,14.46136405,14.8615936,14.64613789,1.899444887,27.54195668,24.06590767,4.644195674,42.51351506,29.85213181,43.23279806,3.620310882
-76.75,39.25,402.1009591,152.1287879,1161.236384,13.36136373,14.73739387,12.72706095,1.872505476,26.43417492,30.76398061,4.680066268,34.16294699,39.35208772,56.61710144,3.455895582
-76.75,39.75,402.1009591,151.25,1158.154541,12.25984885,14.73424188,17.58118672,14.34227078,28.69190893,27.77286888,6.150459652,33.01974793,38.14368461,41.89651785,3.485649891
-76.75,40.25,401.2427664,151.25,1173.281805,11.47727307,14.23903557,15.14032917,7.442475905,25.80875341,27.85714161,5.544195674,24.15886019,49.8179462,53.45284911,3.320255327
-76.75,40.75,401.2427664,143.969697,1162.854525,10.64469713,14.97939755,16.63118536,15.85805531,27.69677866,35.21454498,5.706231592,20.81776097,51.4012878,55.56285223,3.871786273
-76.75,41.25,401.2427664,143.969697,1121.500017,9.902273178,14.53197346,18.61297367,17.97616421,16.705729,33.5586382,5.344195674,37.8949465,45.37010795,64.13075694,3.557719091
-76.75,41.75,401.2427664,138.469697,1016.772733,8.155303088,14.46308031,19.35634845,21.3641042,23.72766534,36.56133355,5.748739633,33.88708096,42.35705074,54.15344129,4.134474982
-76.75,44.75,396.4330991,122.8106061,952.3363758,6.319697062,13.96299896,21.67150579,9.747481117,27.72079747,43.65555652,5.685410943,37.5948209,34.5795513,53.74196382,4.200522527
-76.75,45.25,396.4330991,122.8106061,873.8000155,5.842424335,14.13630474,18.83834091,13.07046111,33.13244948,45.37257678,5.485410943,27.58515001,39.28438077,46.12411431,3.852899655
-76.75,45.75,396.4330991,124.8712121,937.1545577,5.521969622,14.59209229,17.57420986,6.800732881,32.4589997,45.84896903,5.998129005,30.95272675,36.55726772,59.53567044,3.657225709
-76.25,2.75,394.2483855,214.9848485,1508.663652,13.66818226,9.004730724,37.53390285,13.94867492,27.0307929,53.21139152,5.310656962,41.9061999,31.03538864,89.44179165,1.657013555
-76.25,3.25,394.2483855,214.9848485,1685.345437,19.26212103,12.67263626,20.27299214,11.40788858,38.13088446,21.15539105,5.904543959,30.69934058,31.18872837,34.74280974,1.5836442
-76.25,3.75,394.2483855,229.5,1287.154569,19.94090953,9.247293598,18.14617815,5.253716941,33.35834795,33.88025495,4.975554696,36.1121543,30.5204401,49.86992059,1.415184614
-76.25,4.25,395.1654627,229.5,1217.118197,21.68939371,11.31683982,21.09211392,8.9119819,34.68962896,26.66086514,5.418982041,31.44860269,33.70112366,45.75617317,1.659951982
-76.25,4.75,395.1654627,195.6363636,2065.381836,19.67272764,9.245109742,19.62781931,7.54873249,35.58174616,33.40278886,5.330558307,32.08118363,32.25356161,55.89091615,1.649174427
-76.25,39.75,402.1009591,149.530303,1203.645502,12.30000028,14.12118068,17.20102619,7.045498979,26.09633944,29.10488847,5.76397843,30.47249587,43.33989983,45.39894428,3.562181218
-76.25,40.25,401.2427664,149.530303,1219.372736,11.47424288,14.55646499,14.88836145,18.61195082,23.81796218,37.3876647,4.875554696,36.64688921,39.47266488,88.44202026,3.0606355
-76.25,40.75,401.2427664,144.75,1202.145441,10.62803072,14.13355229,18.20043316,21.66424883,13.5200649,31.73119035,5.005312288,51.97837381,34.492473,67.17682019,4.223530573
-76.25,41.25,401.2427664,144.75,1133.990922,9.441667037,14.58068319,17.54312429,16.56106583,26.23387047,35.92565278,5.208141717,30.16940328,43.52617227,61.04701475,4.050135445
-76.25,41.75,401.2427664,139.4318182,1040.881797,8.766666933,14.07638734,17.06191735,12.7609808,18.30347252,39.57062673,5.893736022,30.25673428,51.37310656,47.22186195,4.079549373
-76.25,44.75,396.4330991,122.3333333,937.3363869,7.02878796,14.80246139,21.6582382,4.761431633,33.60473765,64.30596465,6.27994768,29.92111505,36.35507504,45.32722993,3.884438245
-76.25,45.25,396.4330991,122.3333333,834.0727539,6.234848514,14.35682598,16.6698266,7.809729476,34.40081821,57.77069766,5.77994768,35.24252679,30.33472173,43.39114484,3.488938764
-76.25,45.75,396.4330991,124.1060606,1054.781866,5.190151475,13.9352173,20.46902839,9.023009675,25.24420055,51.76689024,5.593585046,32.75990851,42.03291492,55.85829851,3.601799664
-75.75,4.25,395.1654627,229.5,1736.39998,16.37121281,10.4742489,24.09195643,8.529210237,33.22654767,27.1433351,5.544996389,28.06755708,38.59507196,37.25889899,1.821070582
-75.75,4.75,395.1654627,195.6363636,2142.154552,20.40530372,10.86183279,15.3103278,10.28032643,37.72378358,25.05205594,5.218982041,32.9883092,29.21809136,41.67326458,1.8262686
-75.75,5.25,395.1654627,195.6363636,2330.672741,20.78939449,10.36182331,21.7441495,9.068106823,36.55301921,30.64716833,5.489224449,32.25875984,31.09237032,48.22428918,2.327831991
-75.75,5.75,395.1654627,209.3409091,2311.018188,21.52651527,8.347537729,22.31961783,14.51991623,32.26470586,46.93103467,5.330558307,36.09034105,31.68365903,81.77522138,2.117868673
-75.75,6.75,395.6039227,211.7878788,2529.463701,17.93484867,8.3889952,19.61820954,14.32535733,35.09974868,50.48980339,5.106113003,31.36371842,33.57466498,107.3262135,2.523823136
-75.75,7.75,395.6039227,218.3712121,2293.563699,24.00227263,12.67162119,14.891498,11.30536024,37.33043885,19.05471436,5.218982041,30.55250788,31.95703997,27.30536091,2.117531518
-75.75,38.75,402.1009591,154.8257576,1183.036394,14.27348536,15.71986446,10.66062009,1.530344003,20.18067823,28.02560015,5.462003532,49.15734574,30.38753998,44.70603018,2.987873709
-75.75,40.25,401.2427664,149.530303,1290.009078,11.18712159,14.39449594,15.67570566,5.836592908,27.18531481,31.64842908,5.5,22.05304402,50.58547408,42.16402623,3.764423645
-75.75,40.75,401.2427664,144.75,1238.409146,10.58636405,14.83645369,16.06393187,15.97314214,27.07449849,36.68897719,6.036789899,29.76430261,43.01326632,45.04518803,3.529617318
-75.75,41.25,401.2427664,144.75,1153.409108,9.609848832,14.03970491,23.44868446,15.71643723,16.42579578,43.73856721,4.244845413,45.05244572,38.50809386,109.9063001,4.505843418
-75.75,41.75,401.2427664,139.4318182,1083.054543,9.228030638,14.5390798,19.75799782,12.97856605,16.40988513,39.27448851,5.532587021,36.84462339,46.74400557,61.39546258,4.102108755
-75.75,44.25,396.4330991,125.8712121,1038.636386,7.821212191,14.36281779,22.33690168,5.290605042,37.28687464,52.39550293,6.031549128,20.91306751,41.80321383,64.52732075,3.956189764
-75.75,45.25,396.4330991,122.3333333,970.718184,6.426515204,14.59627137,20.55564117,6.775001607,33.29912703,59.02104166,6.292816718,31.48769045,35.29775601,41.69576473,3.591502527
-75.75,45.75,396.4330991,124.1060606,1102.463629,5.207575885,13.06620577,19.12854886,12.74678126,18.2452842,50.79220542,5.356762761,46.64493662,35.04746175,73.45502527,3.429056427
-75.25,4.75,395.1654627,216.0681818,1642.590887,11.81742443,9.775482169,31.29417634,19.9440387,26.93922813,47.03669896,5.56397843,44.06081055,29.00365826,82.85024008,1.043024329
-75.25,5.25,395.1654627,216.0681818,2161.827259,15.69166681,7.947428929,29.71489038,16.96502212,31.70442245,55.07193736,5.424294329,32.65045115,35.59117239,80.49945627,1.826478818
-75.25,5.75,395.1654627,215.2045455,2756.991011,17.36818186,7.963027515,26.70532896,15.84526964,37.22764011,54.68815875,5.261116614,34.70476372,27.89023735,94.36881013,2.226968573
-75.25,6.25,395.6039227,215.2045455,2749.190962,18.8795455,9.146849742,23.6896326,7.6395432,35.77705202,41.91040436,5.330558307,31.4115092,32.9076047,79.01601701,2.063739027
-75.25,6.75,395.6039227,214.9090909,2365.981867,19.59394004,10.97354244,17.94467172,9.696863986,41.38794916,28.53318084,5.175554696,30.63026645,27.92947757,35.7432364,2.223300471
-75.25,7.75,395.6039227,218.7878788,2573.300093,27.1946966,11.57471123,14.96363976,13.77502421,34.48224742,20.72562781,5,34.60845444,30.89819844,23.62302598,2.045329127
-75.25,8.25,390.31192,218.7878788,2232.100098,28.08787953,11.77168407,18.12792608,7.572747126,31.68997681,22.07747005,5.4,28.8845839,39.39439466,47.03254719,1.680750273
-75.25,8.75,390.31192,227.9166667,1652.481828,28.16515165,13.6722463,14.54463462,9.799385877,41.11763183,17.33148255,5.744996389,27.07185115,31.80505375,18.37769357,1.721999282
-75.25,9.25,390.31192,227.9166667,1168.927263,27.95000065,14.15758135,15.54811704,11.18316085,44.24558129,21.23898592,5.96397843,29.2506227,26.47457373,21.40049864,1.230256905
-75.25,39.75,402.1009591,147.5757576,1221.872736,13.18712142,15.29328861,13.67729042,1.767460363,12.94210276,18.99921759,5.41154388,57.01110707,29.85766074,25.92866441,2.600158518
-75.25,40.25,401.2427664,147.5757576,1276.836359,11.94469683,14.49116118,15.74282487,11.66290066,20.53896467,29.34168255,5.85577194,24.42150565,54.92179525,34.13255769,3.593000427
-75.25,40.75,401.2427664,145.0378788,1275.063676,10.76818189,14.08855954,13.58409454,15.26680136,23.77948581,38.23589207,5.305312288,31.43727988,44.60894311,77.79465565,3.511307291
-75.25,41.25,401.2427664,145.0378788,1239.918202,9.390151631,14.37900446,19.86700135,15.87661576,16.72233741,42.61123596,4.540301454,45.27320707,37.97308324,111.9531323,4.853129582
-75.25,45.25,396.4330991,121.7651515,1031.75455,6.346969893,14.28658315,24.83885547,9.931501647,30.92574281,77.16813648,6.588272758,34.82118415,34.18305859,78.61122215,3.376574382
-75.25,45.75,396.4330991,120.3939394,1120.581848,5.130303181,13.39318852,20.45054431,11.59291623,17.0978721,49.53905061,5.263026739,49.21853009,33.67194802,76.41658602,3.7989671
-74.75,1.75,398.3935709,192.1363636,2650.681851,25.92651529,13.05949362,15.01158725,6.796520252,33.82020518,19.55426172,5.16397843,36.21915272,29.88016459,29.84585747,2.297355727
-74.75,2.25,400.0080827,192.1363636,2168.981845,25.2522731,12.73326324,14.99608693,7.773174646,36.24138615,17.46159904,4.861116614,40.18554053,23.39161614,24.47766766,2.4341311
-74.75,2.75,400.0080827,207.3863636,1718.95459,19.50681883,10.61728368,21.26438789,8.834904961,40.77358081,42.28865855,5.124294329,31.04336306,28.14163461,80.74801012,2.270152509
-74.75,3.25,400.0080827,207.3863636,1866.181863,20.64621203,10.50822919,25.39379321,11.98027025,31.83208615,44.58479892,5.330558307,35.32084034,32.79978663,61.10340651,2.313225627
-74.75,3.75,400.0080827,218.5984848,1876.072754,21.35833313,11.86097102,21.53524654,9.491967355,38.12894233,18.75062792,5.285561918,24.41669506,37.36185414,31.39303117,0.809200283
-74.75,5.25,401.90934,216.0681818,2246.272672,25.96515124,11.64458454,16.13678794,9.022216418,40.45749255,22.88981852,5.411576266,29.40604061,30.12453787,36.95689682,2.309926982
-74.75,5.75,401.90934,215.2045455,2854.600053,26.94242489,12.14297029,17.32137956,6.254267027,43.40741333,21.04742562,5.174753981,27.48700026,29.12520475,38.10115855,2.426815618
